iso3,iso2,imfn,country,region,income,year,ai01,ai02,ai03,ai04,ai05,ai06,ai07,ai08,ai09,ai10,ai11,ai12,ai13,ai14,ai15,ai16,ai17,ai18,ai19,ai20,ai21,ai22,ai23,ai24,ai25,ai26,ai27,ai28,ai29,ai30,ai31,ai32,ai33,ai34,ai35,ai36,am01,am02,am03,di01,di02,di03,di04,di05,di06,di07,di08,di09,di10,di11,di12,di13,di14,dm01,dm02,dm03,dm04,dm05,dm06,dm07,dm08,dm09,dm10,dm11,dm12,dm13,dm14,dm15,dm16,ei01,ei02,ei03,ei04,ei05,ei06,ei07,ei08,ei09,ei10,em01,si01,si02,si03,si04,si05,si06,si07,sm01,oi01,oi02,oi06,oi07,oi08,oi09,oi10,oi11,oi12,oi13,oi14,oi15,oi16,oi16a,oi17,oi18,oi19,oi20a,om01,om02
ABW,AW,314,Aruba,Latin America & Caribbean,High income,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.36,45.1,,,51,,,46.92,,,,43.36,,43.36,,,,,,,,,,,,,,,,,,3.78,,,,,,,,,,,,,92.41,,,,,,46.92,,616.58,,,,,,,,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.49,46.17,,,54.34,,,49.64,,,,44.49,,44.49,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,89.63,,,,,,49.64,,680.84,,,,,,,,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.23,46.43,,,56.63,,,51.45,,,,44.23,,44.23,,,,,,,,,,,,,,,,,,4.13,,,,,,,,,,,,,85.96,,,,,,51.45,,784.94,,,,,,0.29,,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.28,45.39,,,57.98,,,53.37,,,,43.28,,43.28,,,,,,,,,,,,,,,,,,4.71,,,,,,,,,,,,,81.1,,,,,,53.37,,858.54,,,,,,0.27,,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,43.13,,,54.25,,,49.85,,,,40.9,,40.9,,,,,,,,,,,,,,,,,,5.63,,,,,,,,,,,,,82.04,,,,,,49.85,,883.43,6.74,9.51,,,,0.31,,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.44,45.49,,,53.71,,,49.58,,,,42.44,,42.44,,,,,,,,,,,,,,,,,,6.61,,,,,,,,,,,,,85.6,,,,,,49.58,,979.59,,,,,,0.31,,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.06,44.62,,,52.81,,,48.19,,,,43.06,,43.06,,,,,,,,,,,,,,,,,,6.23,,,,,,1.56,,,,,,,89.36,,,,,,48.19,,995.87,,,39.75,225.01,264.76,0.1,24.99,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.42,47.82,,,52.73,,,48.6,,,,45.42,,45.42,,,,,,,,,,,,,,,,,,6.11,,,,,,2.41,,,,,,,93.46,,,,,,48.6,,1005.63,,,29.08,187.75,216.83,0.12,18.04,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.23,45.4,,,49.41,,,45.5,,,,43.23,,43.23,,,,,,,,,,,,,,,,,,5.89,,,,,,2.17,,,,,,,95.02,,,,,,45.5,,1028.56,,,31.13,74.89,106.02,0.12,15.01,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.87,43.75,,,51.62,,,47.82,,,,41.87,,41.87,,,,,,,,,,,,,,,,,,6.14,,,,,,1.88,,,,,,,87.56,,,,,,47.82,,1149.59,,,35.54,67.69,103.23,0.1,20.84,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.62,46.61,,,54.99,,,50.74,,,,44.62,,44.62,,,,,,,,,8.05,10.8,5.35,,,,,,,6.98,,,,,,1.99,,,,,,,87.94,,,,,,50.74,,1233.77,,1.04,43.81,52.28,96.09,0.04,30.47,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.81,46.1,,,51.6,,,47.86,,,,44.81,,44.81,,,,,,,,,9.76,12.26,6.26,,,,,,,5.87,,,,,,1.3,,,,,,,93.63,,,,,,47.86,,1217.5,,0.96,52.54,69.38,121.93,0.06,29.04,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.59,48.43,,,54.2,,,49.85,1.33,1.5,,46.59,,46.59,,,,,,,,,10.07,13.15,5.73,,,,,,,6.1,,,,,,1.81,,,,,,,93.46,,,,,,49.85,,1275.21,,0.95,47.49,45.69,93.18,0.07,17.97,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.79,52.66,,,57.9,,,53.93,1.36,1.47,,50.79,,50.79,,,,,,,,,8.98,16.35,5.52,,,,,,,5.1,,,,,,1.9,,,,,,,94.18,,,,,,53.93,,1376.44,,0.92,45.65,42.53,88.28,0.07,26.22,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.01,57.3,,,60.58,,,57.03,1.39,1.5,,55.01,,55.01,,,,,,,,,11.69,19.35,5.35,,,,,,,5.6,,,,,,2.31,,,,,,,96.47,,,,,,57.03,,1472.67,,0.88,10.04,58.33,68.37,0.01,33.4,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.79,53.89,,,56.37,,,53.03,1.53,1.38,,51.79,,51.79,,,,,,,,,11.71,20.68,5.45,,,,,,,6.5,,,,,,2.13,,,,,,,97.65,,,,,,53.03,,1464.01,,0.8,10.04,56.45,66.48,0.06,48.55,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.07,57.03,,,57.33,,,53.6,1.7,1.17,,54.07,,54.07,,,,,,,,,11.97,22.07,5.6,,,,,,,6.9,,,,,,3,,,,,,,100.86,,,,,,53.6,,1506.72,,0.76,10.99,46.41,57.39,0.03,49.94,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.88,56.58,,,56.37,,,52.47,1.43,1.17,,53.88,,53.88,,,,,0.74,2.14,2.89,,14.14,15.75,6.77,,,,,,,5.1,,,,,,2.75,,,,,,,102.69,,,,,,52.47,,1512.26,2.11,2.83,26.16,62.43,88.59,0.04,41.62,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.73,54.42,,,53.55,,,49.87,1.9,1.03,,51.73,,51.73,,,,,0.69,3.75,4.44,,15.58,19.84,4.05,,,,,,,5.9,,,,,,2.76,,,,,,,103.73,,,,,,49.87,,1496.16,1.72,4.33,35.35,64.93,100.28,0.19,41.3,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.66,52.29,,,58.78,,,55.14,2.07,1.11,,50.66,,50.66,,,,,0.66,5.65,6.3,,10.03,21.85,4.44,2.11,,,,,,6.3,,,,,,1.69,,,,,,,91.87,,,,,,55.14,,1742.39,,6.09,26.09,71,97.09,0.24,84.91,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9,58.6,,,69.21,,,65.36,1.69,1.38,,55.9,,55.9,,,,,0.72,6.2,6.92,,13.07,24.66,6.16,2.94,,,,,,7.3,,,,,,2.76,,,,,,,85.52,,,,,,65.36,,1793.76,,6.77,33.67,67.65,101.32,0.35,75.51,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8,64.3,,,71.83,,,67.81,2.13,1.48,,58.8,,58.8,,,,,0.75,6.48,7.24,,16.85,24.08,6.65,,,,,,,8.4,,,,,,5.65,,,,,,,86.71,,,,,,67.81,,1762.41,,7.05,18.27,50.6,68.88,0.2,52.58,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2011,,20.96,,,,,,,,,,,,,,,,,,,,,,,110.98,,,,,,,,,,,,,,,56.25,62.11,,,66.89,,,63,1.82,1.36,,56.25,,56.25,,,,,0.71,6.08,6.79,,15.61,23.44,4.82,,,,,,,7.4,,,,,,6.07,,,,,,,89.29,,,,,,63,,1713.81,,6.56,15.71,57.83,73.53,0.2,41.49,,,99,,,0,0,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2012,,21.96,,,,,,,,,,,,,,,,,,,,,,,119.57,,,,,,,,,,,,,,,58.69,65.38,,,73.04,,,68.74,2.53,1.47,,58.69,,58.69,,,,,0.71,16.1,16.81,,7.89,30.04,14.57,,,,,,,7,,,,,,6.9,,,,,,,85.38,,,,,,68.74,,1823.29,,16.29,12.58,48.1,60.68,0.19,49.3,,,99,,,0,0,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2013,,19.29,,,,,,,,,,,,,,,,,,,,,,,124.17,,,,,,,,,,,,,,,59.16,65.68,,,67.38,,,62.99,2.4,1.41,,59.16,,59.16,,,,,0.66,12.87,13.53,,9.84,32.57,11.63,,,,,,,5.3,,,,,,6.89,,,,,,,93.93,,,,,,62.99,,1728.63,,13.53,13.14,61.99,75.13,0.23,53.52,,,99,,,0,0,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2014,,19.06,,,,,,,,,,,,,,,,,,,,,,,117.94,,,,,,,,,,,,,,,60.24,66.54,,,69.58,,,65.02,2.36,1.43,,60.24,,60.24,,,,,0.64,12.58,13.22,,10.57,36.88,12.87,,,,,,,5,,,,,,6.64,,,,,,,92.65,,,,,,65.02,,1812.75,,13.22,21.35,45.2,66.55,0.27,55.22,,,99,,,0,0,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2015,,18.86,,,,,,,,,,,,,,,,,,,,,,,119.07,,,,,,,,,,,,,,,56.62,62.96,,,71.74,,,67.2,2.42,1.54,,56.62,,56.62,,,,,,11.85,11.85,,10.65,40.72,14.66,,,,,,,5.1,,,,,,6.97,,,,,,,84.26,,,,,,67.2,,1969.76,,11.85,20.64,35.35,56,0.27,52.32,,,99,,,0,0,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2016,,19.83,,,,,,,,,,,,,,,,,,,,,,,125.99,,,,,,,,,,,,,,,57.22,63.93,,,78.01,,,73.38,2.61,1.49,,57.22,,57.22,,,,,,11.76,11.76,,12.1,44.7,15.83,,,,,,,4.9,,,,,,7.53,,,,,,,77.97,,,,,,73.38,,2113.07,,11.76,13.43,27.55,40.98,1.77,48.41,,,99,,,0,0,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2017,,18.51,,,,,,,,,,,,,,,,,,,,,,,124.98,,,,,,,,,,,,,,,57.25,65.87,,,76.6,,,71.78,2.61,1.32,,57.25,,57.25,,,,,,11.35,11.35,,13.06,43.32,18.34,,,,,,,4.7,,,,,,9.95,,,,,,,79.76,,,,,,71.78,,2105.92,,11.35,10.54,30.43,40.97,1.82,45.87,,,,,,0,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2018,,17.24,,,,,,,,,,,,,,,,,,,,,,,126.43,,,,,,,,,,,,,,,57.26,66.36,,,76.36,,,71.79,2.73,1.45,,57.26,,57.26,,,,,,13.24,13.24,,11.65,44.06,18.37,,,,,,,4.8,,,,,,10.34,,,,,,,79.75,,,,,,71.79,,2133.24,-1.62,13.24,12.51,30.68,43.32,1.15,35.68,,,,,,,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2019,,14.84,,,,,,,,,,,,,,,,,,,,,,,126.74,,,,,,,,,,,,,,,66.38,75.42,,,84.87,,,80.6,2.65,1.48,,66.38,,60.31,,,,,,11.52,11.52,,14.7,42.01,21.13,,,,,,,3.5,,,,,,9.42,,,,,,,82.35,,,,,,80.6,,2177.02,-1.39,11.42,10.71,21.82,32.53,1.04,34.32,,,,,,,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2020,,11.34,,,,,,,,,,,,,,,,,,,,,,,125.84,,,,,,,,,,,,,,,89.45,99.79,,,118.01,,,111.05,2.69,1.55,,89.45,,81.28,,,,,,15.27,15.27,,21.23,64.04,28.99,,,,,,,5.5,,,,,,10.77,,,,,,,80.55,,,,,,111.05,,2252.69,,15.14,8.79,41.1,49.89,1.4,63.85,,,,,,,,,
ABW,AW,314,Aruba,Latin America & Caribbean,High income,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,AF,512,Afghanistan,South Asia,Low income,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.6,,25.78,13.45,13.25,,0.75,,,,4.6,,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.47,,,,,,0.75,,1414.42,,,,,,,,,,,,,,,,
AFG,AF,512,Afghanistan,South Asia,Low income,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64,4.64,,21.93,14.53,16.5,,1.1,,,,4.64,,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.96,,,,,,1.1,,1549.59,,,,,,,,,,,,,,,,
AFG,AF,512,Afghanistan,South Asia,Low income,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,4.66,,18.59,17.2,20.42,,1.51,,,,4.66,,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.33,,,,,,1.51,,1801.82,,,,,,,,,,,,,,,,
AFG,AF,512,Afghanistan,South Asia,Low income,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,3.44,,17.43,14.46,16.3,,1.09,,,,3.44,,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.03,,,,,,1.09,,910.59,,,,,,,,,,,,,,,,
AFG,AF,512,Afghanistan,South Asia,Low income,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73,3.73,,16.01,16.69,19.57,,1.7,,,,3.73,,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.44,,,,,,1.7,,1108.25,,,,,,,,,,,,,,,,
AFG,AF,512,Afghanistan,South Asia,Low income,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,3.9,,22.52,15.57,13.42,,2.14,,,,3.9,,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.35,,,,,,2.14,,1276.83,,,,,,,,,,,,,,,,
AFG,AF,512,Afghanistan,South Asia,Low income,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.8,,21.5,11.21,10.24,,1.47,,,,2.8,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.41,,,,,,1.47,,1235.19,,,,,,,,,,,,,,,,
AFG,AF,512,Afghanistan,South Asia,Low income,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,2.57,,22.28,9.34,8.95,,1.33,,,,2.57,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.59,,,,,,1.33,,1194.34,,,,,,,,,,,,,,,,
AFG,AF,512,Afghanistan,South Asia,Low income,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,2.95,,18.86,13.29,12.71,,1.7,,,,2.95,,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.31,,,,,,1.7,,1331.56,,,,,,,,,,,,,,,,
AFG,AF,512,Afghanistan,South Asia,Low income,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,3.14,,18.31,15.29,14.02,,2.52,,,,3.14,,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.73,,,,,,2.52,,1479.57,,,,,,,,,,,,,,,,
AFG,AF,512,Afghanistan,South Asia,Low income,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,3.26,,20.95,13.2,12.29,,2.15,,,,3.26,,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.48,,,,,,2.15,,1502.58,,,,,,,,,,,,,0,,,
AFG,AF,512,Afghanistan,South Asia,Low income,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,2.82,,17.69,14.04,13.13,,2.61,,,,2.82,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.31,,,,,,2.61,,1619.58,,,,,,,,,,,,,0,,,
AFG,AF,512,Afghanistan,South Asia,Low income,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,3.89,,17.86,18.35,17.9,,3.41,,,,3.89,,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.01,,,,,,3.41,,1784.53,,,,,,,,,,,,,0,,,
